ENST00000450305	ENSG00000223972
ENST00000375486	ENSG00000117115
ENST00000375481	ENSG00000117115
ENST00000412427	ENSG00000204362
ENST00000634972	ENSG00000204362
ENST00000635428	ENSG00000282843
ENST00000375471	ENSG00000142623
ENST00000375460	ENSG00000142619
ENST00000582732	ENSG00000266634
ENST00000375453	ENSG00000159339
ENST00000375448	ENSG00000159339
ENST00000602074	ENSG00000269468
ENST00000619609	ENSG00000276747
ENST00000375436	ENSG00000179051
ENST00000375433	ENSG00000179051
ENST00000583469	ENSG00000266727
ENST00000361221	ENSG00000074964
ENST00000375415	ENSG00000074964
ENST00000375408	ENSG00000074964
ENST00000430540	ENSG00000236648
ENST00000375406	ENSG00000117148
ENST00000617065	ENSG00000117148
ENST00000641892	ENSG00000284653
ENST00000569711	ENSG00000261781
ENST00000251296	ENSG00000117154
ENST00000420211	ENSG00000225387
ENST00000400664	ENSG00000179023
ENST00000596113	ENSG00000235282
ENST00000450125	ENSG00000225478
ENST00000375375	ENSG00000009709
ENST00000420770	ENSG00000009709
ENST00000400661	ENSG00000009709
ENST00000375371	ENSG00000179002
ENST00000494072	ENSG00000255275
ENST00000290597	ENSG00000159423
ENST00000538839	ENSG00000159423
ENST00000375341	ENSG00000159423
ENST00000538309	ENSG00000159423
ENST00000577305	ENSG00000265606
ENST00000408735	ENSG00000221662
ENST00000455833	ENSG00000169991
ENST00000375254	ENSG00000127481
ENST00000375225	ENSG00000127481
ENST00000375224	ENSG00000127481
ENST00000375218	ENSG00000127481
ENST00000582644	ENSG00000266098
ENST00000477853	ENSG00000127463
ENST00000375199	ENSG00000127463
ENST00000375208	ENSG00000127463
ENST00000330263	ENSG00000053372
ENST00000429712	ENSG00000211454
ENST00000420396	ENSG00000211454
ENST00000361640	ENSG00000162482
ENST00000604801	ENSG00000270728
ENST00000235835	ENSG00000053371
ENST00000375155	ENSG00000040487
ENST00000375153	ENSG00000040487
ENST00000400548	ENSG00000040487
ENST00000264203	ENSG00000077549
ENST00000375144	ENSG00000077549
ENST00000375142	ENSG00000077549
ENST00000433834	ENSG00000077549
ENST00000264202	ENSG00000077549
ENST00000617872	ENSG00000173436
ENST00000322753	ENSG00000173436
ENST00000602662	ENSG00000270136
ENST00000457263	ENSG00000226396
ENST00000289749	ENSG00000158747
ENST00000622566	ENSG00000158747
ENST00000621723	ENSG00000158747
ENST00000375136	ENSG00000158747
ENST00000618761	ENSG00000158747
ENST00000615215	ENSG00000158747
ENST00000548815	ENSG00000158747
ENST00000289753	ENSG00000158748
ENST00000294543	ENSG00000162542
ENST00000375127	ENSG00000162542
ENST00000375121	ENSG00000178828
ENST00000375120	ENSG00000169914
ENST00000375116	ENSG00000188784
ENST00000400520	ENSG00000188257
ENST00000375111	ENSG00000188257
ENST00000375108	ENSG00000127472
ENST00000375105	ENSG00000117215
ENST00000617227	ENSG00000117215
ENST00000375102	ENSG00000158786
ENST00000431027	ENSG00000227066
ENST00000429261	ENSG00000187980
ENST00000247992	ENSG00000187980
ENST00000375099	ENSG00000162543
ENST00000435552	ENSG00000228105
ENST00000641138	ENSG00000284710
ENST00000375079	ENSG00000158816
ENST00000289815	ENSG00000158816
ENST00000426428	ENSG00000236963
ENST00000635564	ENSG00000236963
ENST00000421114	ENSG00000226487
ENST00000641937	ENSG00000284641
ENST00000641097	ENSG00000284743
ENST00000375078	ENSG00000162545
ENST00000264198	ENSG00000090432
ENST00000443195	ENSG00000215520
ENST00000332947	ENSG00000183114
ENST00000375071	ENSG00000158825
ENST00000321556	ENSG00000158828
ENST00000415136	ENSG00000244038
ENST00000602624	ENSG00000244038
ENST00000375048	ENSG00000244038
ENST00000375044	ENSG00000117245
ENST00000400463	ENSG00000117245
ENST00000247986	ENSG00000117245
ENST00000440621	ENSG00000235432
ENST00000375031	ENSG00000189410
ENST00000444387	ENSG00000189410
ENST00000312239	ENSG00000127483
ENST00000375003	ENSG00000127483
ENST00000375000	ENSG00000127483
ENST00000374935	ENSG00000075151
ENST00000264211	ENSG00000075151
ENST00000602326	ENSG00000075151
ENST00000400422	ENSG00000075151
ENST00000634879	ENSG00000075151
ENST00000356916	ENSG00000075151
ENST00000408881	ENSG00000221808
ENST00000420703	ENSG00000233072
ENST00000431514	ENSG00000236073
ENST00000430808	ENSG00000235112
ENST00000584440	ENSG00000266867
ENST00000415912	ENSG00000117298
ENST00000357071	ENSG00000117298
ENST00000374893	ENSG00000117298
ENST00000436918	ENSG00000117298
ENST00000264205	ENSG00000117298
ENST00000486095	ENSG00000236216
ENST00000443127	ENSG00000228823
ENST00000444647	ENSG00000236009
ENST00000453025	ENSG00000227001
ENST00000481504	ENSG00000187952
ENST00000436658	ENSG00000186543
ENST00000454000	ENSG00000142794
ENST00000342104	ENSG00000142794
ENST00000318249	ENSG00000142794
ENST00000619554	ENSG00000142794
ENST00000455962	ENSG00000176378
ENST00000374840	ENSG00000162551
ENST00000539907	ENSG00000162551
ENST00000540617	ENSG00000162551
ENST00000374832	ENSG00000162551
ENST00000408854	ENSG00000221781
ENST00000290101	ENSG00000076864
ENST00000374763	ENSG00000076864
ENST00000374761	ENSG00000076864
ENST00000374765	ENSG00000076864
ENST00000542643	ENSG00000076864
ENST00000495204	ENSG00000076864
ENST00000400301	ENSG00000090686
ENST00000308271	ENSG00000090686
ENST00000374732	ENSG00000090686
ENST00000529637	ENSG00000090686
ENST00000421625	ENSG00000090686
ENST00000434488	ENSG00000231978
ENST00000344642	ENSG00000187942
ENST00000543870	ENSG00000187942
ENST00000374695	ENSG00000142798
ENST00000423231	ENSG00000232037
ENST00000636906	ENSG00000283234
ENST00000337107	ENSG00000219073
ENST00000290122	ENSG00000142789
ENST00000374663	ENSG00000142789
ENST00000635097	ENSG00000228397
ENST00000642137	ENSG00000218510
ENST00000400259	ENSG00000070831
ENST00000344548	ENSG00000070831
ENST00000315554	ENSG00000070831
ENST00000604049	ENSG00000271428
ENST00000606754	ENSG00000271840
ENST00000290167	ENSG00000162552
ENST00000581169	ENSG00000266564
ENST00000487348	ENSG00000234397
ENST00000404138	ENSG00000184677
ENST00000374651	ENSG00000184677
ENST00000375647	ENSG00000184677
ENST00000374644	ENSG00000070886
ENST00000166244	ENSG00000070886
ENST00000374642	ENSG00000173372
ENST00000402322	ENSG00000173372
ENST00000374640	ENSG00000159189
ENST00000374639	ENSG00000159189
ENST00000374637	ENSG00000159189
ENST00000509305	ENSG00000173369
ENST00000314933	ENSG00000173369
ENST00000544305	ENSG00000133216
ENST00000374630	ENSG00000133216
ENST00000400191	ENSG00000133216
ENST00000374632	ENSG00000133216
ENST00000374627	ENSG00000133216
ENST00000581646	ENSG00000265422
ENST00000401338	ENSG00000216157
ENST00000581187	ENSG00000264014
ENST00000426928	ENSG00000215906
ENST00000618559	ENSG00000215906
ENST00000566855	ENSG00000227868
ENST00000622840	ENSG00000227868
ENST00000356634	ENSG00000004487
ENST00000400181	ENSG00000004487
ENST00000577915	ENSG00000263793
ENST00000583845	ENSG00000266802
ENST00000418342	ENSG00000169641
ENST00000302291	ENSG00000169641
ENST00000314174	ENSG00000169641
ENST00000450968	ENSG00000229010
ENST00000374619	ENSG00000179546
ENST00000442089	ENSG00000215381
ENST00000566551	ENSG00000261326
ENST00000604481	ENSG00000261326
ENST00000641772	ENSG00000284726
ENST00000478691	ENSG00000125944
ENST00000374616	ENSG00000125944
ENST00000374612	ENSG00000125944
ENST00000302271	ENSG00000125944
ENST00000606561	ENSG00000125944
ENST00000427764	ENSG00000125944
ENST00000314011	ENSG00000125945
ENST00000374608	ENSG00000125945
ENST00000605350	ENSG00000271420
ENST00000450454	ENSG00000204219
ENST00000374601	ENSG00000204219
ENST00000461794	ENSG00000204219
ENST00000445848	ENSG00000232482
ENST00000495646	ENSG00000088280
ENST00000336689	ENSG00000088280
ENST00000618240	ENSG00000088280
ENST00000437606	ENSG00000088280
ENST00000361729	ENSG00000007968
ENST00000451217	ENSG00000235052
ENST00000374561	ENSG00000117318
ENST00000374555	ENSG00000197880
ENST00000612756	ENSG00000197880
ENST00000451300	ENSG00000229239
ENST00000374550	ENSG00000142676
ENST00000418390	ENSG00000011007
ENST00000613537	ENSG00000011007
ENST00000609199	ENSG00000011007
ENST00000246151	ENSG00000057757
ENST00000374524	ENSG00000057757
ENST00000374514	ENSG00000011009
ENST00000374505	ENSG00000011009
ENST00000374503	ENSG00000011009
ENST00000374502	ENSG00000011009
ENST00000374501	ENSG00000011009
ENST00000617979	ENSG00000117308
ENST00000374497	ENSG00000117308
ENST00000374490	ENSG00000117305
ENST00000436439	ENSG00000117305
ENST00000374479	ENSG00000179163
ENST00000374472	ENSG00000188822
ENST00000412176	ENSG00000229106
ENST00000578143	ENSG00000264926
ENST00000421430	ENSG00000230228
ENST00000334351	ENSG00000189266
ENST00000374468	ENSG00000189266
ENST00000579103	ENSG00000189266
ENST00000344989	ENSG00000188529
ENST00000453840	ENSG00000188529
ENST00000484146	ENSG00000188529
ENST00000374452	ENSG00000188529
ENST00000374453	ENSG00000188529
ENST00000343255	ENSG00000188529
ENST00000492112	ENSG00000188529
ENST00000442164	ENSG00000215905
ENST00000338909	ENSG00000142661
ENST00000374434	ENSG00000142661
ENST00000270800	ENSG00000142677
ENST00000327535	ENSG00000185436
ENST00000327575	ENSG00000185436
ENST00000374421	ENSG00000185436
ENST00000374419	ENSG00000185436
ENST00000374418	ENSG00000185436
ENST00000439059	ENSG00000230023
ENST00000408105	ENSG00000221032
ENST00000584309	ENSG00000266511
ENST00000361548	ENSG00000158055
ENST00000350501	ENSG00000158055
ENST00000356046	ENSG00000158055
ENST00000236255	ENSG00000158055
ENST00000374409	ENSG00000001460
ENST00000337248	ENSG00000001460
ENST00000003583	ENSG00000001460
ENST00000374399	ENSG00000001461
ENST00000003912	ENSG00000001461
ENST00000358028	ENSG00000001461
ENST00000339255	ENSG00000001461
ENST00000618490	ENSG00000117602
ENST00000538532	ENSG00000117602
ENST00000436717	ENSG00000117602
ENST00000616511	ENSG00000117602
ENST00000374395	ENSG00000117602
ENST00000425530	ENSG00000117602
ENST00000610732	ENSG00000117602
ENST00000412742	ENSG00000117602
ENST00000630217	ENSG00000117602
ENST00000374393	ENSG00000117602
ENST00000577528	ENSG00000264443
ENST00000374392	ENSG00000184454
ENST00000443086	ENSG00000227312
ENST00000323848	ENSG00000133226
ENST00000374389	ENSG00000133226
ENST00000447431	ENSG00000133226
ENST00000641176	ENSG00000284699
ENST00000374379	ENSG00000169504
ENST00000399916	ENSG00000020633
ENST00000308873	ENSG00000020633
ENST00000338888	ENSG00000020633
ENST00000568143	ENSG00000261025
ENST00000580572	ENSG00000264371
ENST00000424084	ENSG00000233755
ENST00000429666	ENSG00000233755
ENST00000413189	ENSG00000233419
ENST00000236273	ENSG00000117614
ENST00000354361	ENSG00000117614
ENST00000641059	ENSG00000284657
ENST00000243189	ENSG00000117616
ENST00000431849	ENSG00000117616
ENST00000607698	ENSG00000272432
ENST00000566714	ENSG00000261349
ENST00000328664	ENSG00000187010
ENST00000622561	ENSG00000187010
ENST00000454452	ENSG00000187010
ENST00000417538	ENSG00000187010
ENST00000357542	ENSG00000187010
ENST00000568195	ENSG00000187010
ENST00000342055	ENSG00000187010
ENST00000423810	ENSG00000187010
ENST00000414693	ENSG00000224183
ENST00000570165	ENSG00000259984
ENST00000374358	ENSG00000183726
ENST00000294413	ENSG00000188672
ENST00000340849	ENSG00000188672
ENST00000349320	ENSG00000188672
ENST00000346452	ENSG00000188672
ENST00000349438	ENSG00000188672
ENST00000413854	ENSG00000188672
ENST00000419297	ENSG00000238084
ENST00000577655	ENSG00000266468
ENST00000399766	ENSG00000204178
ENST00000374343	ENSG00000204178
ENST00000374338	ENSG00000157978
ENST00000412797	ENSG00000225643
ENST00000611903	ENSG00000117643
ENST00000374332	ENSG00000117643
ENST00000263979	ENSG00000117643
ENST00000374329	ENSG00000117643
ENST00000354177	ENSG00000162430
ENST00000361547	ENSG00000162430
ENST00000374315	ENSG00000162430
ENST00000630065	ENSG00000162430
ENST00000527604	ENSG00000255054
ENST00000374303	ENSG00000117640
ENST00000474295	ENSG00000117640
ENST00000526894	ENSG00000117640
ENST00000524618	ENSG00000117640
ENST00000374307	ENSG00000117640
ENST00000374301	ENSG00000117640
ENST00000374300	ENSG00000117640
ENST00000466284	ENSG00000117640
ENST00000538789	ENSG00000127423
ENST00000374298	ENSG00000127423
ENST00000374296	ENSG00000182749
ENST00000426559	ENSG00000117632
ENST00000455785	ENSG00000117632
ENST00000399728	ENSG00000117632
ENST00000357865	ENSG00000117632
ENST00000374291	ENSG00000117632
ENST00000440710	ENSG00000229786
ENST00000453780	ENSG00000223624
ENST00000580971	ENSG00000264021
ENST00000584862	ENSG00000266763
ENST00000374282	ENSG00000158006
ENST00000374284	ENSG00000158006
ENST00000374280	ENSG00000158008
ENST00000374278	ENSG00000158014
ENST00000374276	ENSG00000158014
ENST00000374272	ENSG00000158022
ENST00000581535	ENSG00000265320
ENST00000619836	ENSG00000175087
ENST00000374271	ENSG00000175087
ENST00000374269	ENSG00000175087
ENST00000374268	ENSG00000197245
ENST00000634842	ENSG00000282872
ENST00000635463	ENSG00000282872
ENST00000448923	ENSG00000236782
ENST00000433939	ENSG00000236782
ENST00000374266	ENSG00000142684
ENST00000270812	ENSG00000142684
ENST00000361530	ENSG00000142675
ENST00000374253	ENSG00000142675
ENST00000531191	ENSG00000142675
ENST00000456354	ENSG00000188782
ENST00000428812	ENSG00000236155
ENST00000622820	ENSG00000278572
ENST00000451429	ENSG00000130695
ENST00000252992	ENSG00000130695
ENST00000640292	ENSG00000130695
ENST00000603670	ENSG00000270733
ENST00000270792	ENSG00000142669
ENST00000319041	ENSG00000142669
ENST00000314675	ENSG00000158062
ENST00000374223	ENSG00000158062
ENST00000357089	ENSG00000158062
ENST00000374221	ENSG00000158062
ENST00000374217	ENSG00000158062
ENST00000374222	ENSG00000158062
ENST00000374213	ENSG00000169442
ENST00000527815	ENSG00000176092
ENST00000308182	ENSG00000176092
ENST00000434718	ENSG00000225854
ENST00000403843	ENSG00000176083
ENST00000436292	ENSG00000176083
ENST00000349618	ENSG00000176083
ENST00000326279	ENSG00000131914
ENST00000254231	ENSG00000131914
ENST00000427245	ENSG00000117682
ENST00000525682	ENSG00000117682
ENST00000236342	ENSG00000117682
ENST00000526219	ENSG00000117682
ENST00000374185	ENSG00000117682
ENST00000360009	ENSG00000117682
ENST00000446498	ENSG00000223583
ENST00000619352	ENSG00000198830
ENST00000361427	ENSG00000198830
ENST00000418220	ENSG00000224129
ENST00000374168	ENSG00000117676
ENST00000374166	ENSG00000117676
ENST00000526792	ENSG00000117676
ENST00000530003	ENSG00000117676
ENST00000531382	ENSG00000117676
ENST00000459548	ENSG00000238705
ENST00000428860	ENSG00000229247
ENST00000443847	ENSG00000235069
ENST00000430799	ENSG00000117713
ENST00000324856	ENSG00000117713
ENST00000457599	ENSG00000117713
ENST00000374152	ENSG00000117713
ENST00000615191	ENSG00000117713
ENST00000078527	ENSG00000060642
ENST00000374145	ENSG00000060642
ENST00000374142	ENSG00000204160
ENST00000339276	ENSG00000175793
ENST00000374135	ENSG00000142751
ENST00000374133	ENSG00000142751
ENST00000361720	ENSG00000198746
ENST00000321265	ENSG00000090273
ENST00000254227	ENSG00000131910
ENST00000320567	ENSG00000175707
ENST00000616918	ENSG00000175707
ENST00000310055	ENSG00000172746
ENST00000455684	ENSG00000224064
ENST00000437956	ENSG00000225294
ENST00000522111	ENSG00000253368
ENST00000289166	ENSG00000158246
ENST00000263980	ENSG00000090020
ENST00000374086	ENSG00000090020
ENST00000457038	ENSG00000229985
ENST00000446783	ENSG00000214973
ENST00000449818	ENSG00000225159
ENST00000438350	ENSG00000225990
ENST00000319394	ENSG00000142784
ENST00000361771	ENSG00000142784
ENST00000428741	ENSG00000243659
ENST00000611517	ENSG00000186501
ENST00000374076	ENSG00000186501
ENST00000608611	ENSG00000186501
ENST00000466759	ENSG00000186501
ENST00000464813	ENSG00000186501
ENST00000486001	ENSG00000241547
ENST00000618673	ENSG00000142765
ENST00000318074	ENSG00000142765
ENST00000616558	ENSG00000142765
ENST00000543823	ENSG00000142765
ENST00000374040	ENSG00000142733
ENST00000493901	ENSG00000142733
ENST00000357582	ENSG00000142733
ENST00000270879	ENSG00000142748
ENST00000354982	ENSG00000142748
ENST00000374027	ENSG00000174950
ENST00000374030	ENSG00000174950
ENST00000443746	ENSG00000231207
ENST00000374024	ENSG00000181773
ENST00000618852	ENSG00000158195
ENST00000536657	ENSG00000158195
ENST00000492975	ENSG00000241169
ENST00000247087	ENSG00000126705
ENST00000374011	ENSG00000126705
ENST00000374005	ENSG00000000938
ENST00000399173	ENSG00000000938
ENST00000374004	ENSG00000000938
ENST00000433132	ENSG00000235912
ENST00000440492	ENSG00000233975
ENST00000361157	ENSG00000126709
ENST00000339145	ENSG00000126709
ENST00000362020	ENSG00000126709
ENST00000445563	ENSG00000226662
ENST00000373954	ENSG00000009780
ENST00000419687	ENSG00000009780
ENST00000530324	ENSG00000009780
ENST00000234549	ENSG00000009780
ENST00000373949	ENSG00000009780
ENST00000010299	ENSG00000009780
ENST00000446554	ENSG00000231344
ENST00000425462	ENSG00000230833
ENST00000373943	ENSG00000117758
ENST00000311772	ENSG00000117751
ENST00000236412	ENSG00000117751
ENST00000373931	ENSG00000117751
ENST00000601459	ENSG00000268552
ENST00000328928	ENSG00000130775
ENST00000373925	ENSG00000130775
ENST00000373927	ENSG00000130775
ENST00000373921	ENSG00000130775
ENST00000373912	ENSG00000117748
ENST00000373909	ENSG00000117748
ENST00000313433	ENSG00000117748
ENST00000373894	ENSG00000130768
ENST00000373888	ENSG00000130768
ENST00000549094	ENSG00000130768
ENST00000373884	ENSG00000158156
ENST00000373871	ENSG00000158161
ENST00000436342	ENSG00000158161
ENST00000540618	ENSG00000158161
ENST00000373864	ENSG00000158161
ENST00000373863	ENSG00000158161
ENST00000426041	ENSG00000238231
ENST00000436160	ENSG00000228589
ENST00000443484	ENSG00000228943
ENST00000399029	ENSG00000214812
ENST00000373857	ENSG00000169403
ENST00000539896	ENSG00000169403
ENST00000305392	ENSG00000169403
ENST00000263697	ENSG00000126698
ENST00000321830	ENSG00000215902
ENST00000596102	ENSG00000269804
ENST00000497986	ENSG00000130770
ENST00000335514	ENSG00000130770
ENST00000468425	ENSG00000130770
ENST00000465645	ENSG00000130770
ENST00000605846	ENSG00000271398
ENST00000253063	ENSG00000130766
ENST00000373842	ENSG00000130772
ENST00000398997	ENSG00000130772
ENST00000373839	ENSG00000204138
ENST00000373836	ENSG00000204138
ENST00000438601	ENSG00000229820
ENST00000398958	ENSG00000180198
ENST00000373833	ENSG00000180198
ENST00000373832	ENSG00000180198
ENST00000373831	ENSG00000180198
ENST00000447051	ENSG00000231468
ENST00000373830	ENSG00000180098
ENST00000373824	ENSG00000120656
ENST00000263974	ENSG00000120656
ENST00000373826	ENSG00000188060
ENST00000465518	ENSG00000188060
ENST00000420776	ENSG00000229388
ENST00000427804	ENSG00000229388
ENST00000602813	ENSG00000270103
ENST00000373816	ENSG00000162419
ENST00000361872	ENSG00000162419
ENST00000294409	ENSG00000162419
ENST00000542507	ENSG00000198492
ENST00000373812	ENSG00000198492
ENST00000541996	ENSG00000198492
ENST00000621425	ENSG00000116329
ENST00000234961	ENSG00000116329
ENST00000443593	ENSG00000226852
ENST00000343067	ENSG00000159023
ENST00000356093	ENSG00000159023
ENST00000373800	ENSG00000159023
ENST00000349460	ENSG00000159023
ENST00000347529	ENSG00000159023
ENST00000373798	ENSG00000159023
ENST00000373797	ENSG00000159023
ENST00000425821	ENSG00000225616
ENST00000521452	ENSG00000253304
ENST00000420504	ENSG00000253304
ENST00000413004	ENSG00000225750
ENST00000373795	ENSG00000116350
